ORF	SGD	GENENAME	EtOHvsMOCK.WT	EtOHvsMOCK.MSN24dd	EtOH.MSN24ddvsWT	MOCK.MSN24ddvsWT	EtOHvsWT.MSN24ddvsWT	AveExpr	F	P.Value	adj.P.Val
YGR162W	S000003394	TIF4631	-2.6	-1.89	0.802	0.0859	0.716	8.02	501	7.64e-21	0
YNL207W	S000005151	RIO2	-2.43	-2.02	0.41	-4.35e-4	0.411	5.44	501	7.670000000000001e-21	0
YPL266W	S000006187	DIM1	-3.79	-3.24	0.475	-0.0772	0.553	5.41	498	8.25e-21	0
YJL122W	S000003658	ALB1	-3.72	-3.14	0.516	-0.069	0.585	5.06	498	8.290000000000001e-21	0
YOR321W	S000005848	PMT3	2.89	2.56	-0.287	0.0432	-0.33	6.73	498	8.33e-21	0
YBR038W	S000000242	CHS2	-2.35	-2.46	-0.183	-0.0749	-0.109	5.96	497	8.410000000000001e-21	0
YOR056C	S000005582	NOB1	-3.46	-2.8	0.643	-0.0199	0.663	4.9	497	8.52e-21	0
YDL148C	S000002307	NOP14	-4.35	-3.54	0.966	0.156	0.81	4.89	495	8.910000000000001e-21	0
YJL198W	S000003734	PHO90	-2.61	-2.29	0.249	-0.0748	0.324	6.5	494	9.000000000000001e-21	0
YDL215C	S000002374	GDH2	2.5	1.62	-0.872	0.00968	-0.882	6.47	494	9.050000000000001e-21	0
YMR128W	S000004735	ECM16	-3.49	-3.15	0.49	0.151	0.339	5.19	492	9.44e-21	0
YOR316C	S000005843	COT1	2.29	1.94	-0.265	0.0829	-0.348	6.62	491	9.670000000000001e-21	0
YBR052C	S000000256	RFS1	2.66	1.41	-1.34	-0.0887	-1.25	5.92	491	9.770000000000001e-21	0
YHR128W	S000001170	FUR1	-2.44	-1.68	0.585	-0.174	0.759	7.23	490	9.930000000000001e-21	0
YGL111W	S000003079	NSA1	-2.83	-2.43	0.406	0.00638	0.399	5.59	489	1.01e-20	0
YGR019W	S000003251	UGA1	3.32	1.51	-2.03	-0.223	-1.81	4.93	488	1.04e-20	0
YPL154C	S000006075	PEP4	2.78	1.59	-1.34	-0.14	-1.2	8.86	485	1.1e-20	0
YBR189W	S000000393	RPS9B	-2.27	-1.54	0.668	-0.0556	0.723	10.6	485	1.1e-20	0
YLR205C	S000004195	HMX1	2.75	1.87	-0.75	0.123	-0.873	5.38	483	1.15e-20	0
YGR128C	S000003360	UTP8	-2.62	-2.08	0.531	-0.0108	0.542	6.37	479	1.26e-20	0
YKR056W	S000001764	TRM2	-4.06	-3.29	0.761	-0.00981	0.771	5.25	478	1.3e-20	0
YHR072W	S000001114	ERG7	-1.87	-1.53	0.387	0.0457	0.341	7.32	477	1.33e-20	0
YDR365C	S000002773	ESF1	-4.62	-4.05	0.787	0.215	0.572	4.92	476	1.35e-20	0
YIR012W	S000001451	SQT1	-2.43	-1.92	0.391	-0.125	0.516	6.5	474	1.42e-20	0
YLR222C	S000004212	UTP13	-2.62	-2.05	0.615	0.0473	0.568	6.34	473	1.45e-20	0
YHR018C	S000001060	ARG4	3.56	3.46	0.202	0.308	-0.106	6.25	473	1.46e-20	0
YDL027C	S000002185	MRX9	3.18	2.83	-0.0672	0.285	-0.352	5.26	471	1.55e-20	0
YJL010C	S000003547	NOP9	-2.72	-2.11	0.63	0.0108	0.619	5.78	470	1.56e-20	0
YGR061C	S000003293	ADE6	-2.3	-1.9	0.438	0.0396	0.399	8.76	468	1.64e-20	0
YGR088W	S000003320	CTT1	6.5	0.338	-5.93	0.225	-6.16	3.75	468	1.67e-20	0
YAL059W	S000000055	ECM1	-3.66	-3.19	0.418	-0.047	0.465	4.51	467	1.67e-20	0
YKR067W	S000001775	GPT2	2.52	2.01	-0.344	0.169	-0.513	6.09	467	1.7e-20	0
YCR051W	S000000647	NA	-3.34	-2.91	0.341	-0.0898	0.431	4.51	466	1.73e-20	0
YDR384C	S000002792	ATO3	-5.15	-5.4	-0.534	-0.289	-0.244	4.98	466	1.74e-20	0
YLR237W	S000004227	THI7	-4.77	-5.08	-0.321	-0.00993	-0.311	4.54	466	1.75e-20	0
YMR008C	S000004610	PLB1	1.92	2.28	0.115	-0.242	0.358	8.44	465	1.78e-20	0
YDL167C	S000002326	NRP1	-2.68	-2.46	0.288	0.0659	0.222	5.62	463	1.86e-20	0
YBL015W	S000000111	ACH1	3.47	1.42	-2.31	-0.257	-2.05	5.86	459	2.03e-20	0
YPR110C	S000006314	RPC40	-2.43	-1.74	0.587	-0.105	0.692	7.05	458	2.08e-20	0
YPL222W	S000006143	FMP40	3.74	2.75	-0.779	0.209	-0.988	4.52	458	2.1e-20	0
YGL078C	S000003046	DBP3	-3.88	-2.79	1.16	0.0673	1.1	6	457	2.14e-20	0
YOR273C	S000005799	TPO4	-3.86	-4.83	-0.657	0.311	-0.968	4.54	455	2.24e-20	0
YPL043W	S000005964	NOP4	-3.9	-3.5	0.517	0.114	0.403	5.61	452	2.41e-20	0
YEL060C	S000000786	PRB1	2.86	2.09	-0.617	0.156	-0.772	7.07	448	2.7e-20	0
YLR061W	S000004051	RPL22A	-1.92	-1.33	0.523	-0.0649	0.588	9.52	446	2.8e-20	0
YBR009C	S000000213	HHF1	-2.64	-2.64	-0.00537	-0.00348	-0.00189	6.31	446	2.85e-20	0
YDR475C	S000002883	JIP4	2.7	2.37	-0.314	0.0163	-0.33	5.18	443	3.06e-20	0
YHR043C	S000001085	DOG2	3.02	2.32	-0.803	-0.107	-0.696	5.13	443	3.07e-20	0
YHR149C	S000001192	SKG6	-3.09	-2.49	0.637	0.0375	0.599	4.93	442	3.09e-20	0
YNR015W	S000005298	SMM1	-2.42	-2.06	0.295	-0.0631	0.358	5.18	441	3.19e-20	0
YPR184W	S000006388	GDB1	4.12	2.27	-1.92	-0.069	-1.85	5.57	439	3.34e-20	0
YKL142W	S000001625	MRP8	2.81	1.74	-1.09	-0.0209	-1.07	5.81	439	3.39e-20	0
YMR110C	S000004716	HFD1	2.1	1.62	-0.558	-0.0732	-0.485	6.67	435	3.75e-20	0
YDR471W	S000002879	RPL27B	-2.03	-1.23	0.742	-0.0561	0.799	8.6	431	4.17e-20	0
YDL051W	S000002209	LHP1	-2.58	-2.24	0.281	-0.0574	0.339	6.63	430	4.18e-20	0
YMR310C	S000004927	NA	-3.32	-2.57	0.669	-0.0828	0.752	5.07	429	4.3e-20	0
YNR046W	S000005329	TRM112	-2.65	-2.37	0.168	-0.108	0.276	4.96	428	4.47e-20	0
YDL072C	S000002230	YET3	2.67	1.69	-1.06	-0.0852	-0.978	7.12	427	4.56e-20	0
YEL054C	S000000780	RPL12A	-2.11	-1.58	0.456	-0.0726	0.529	9.93	423	5.05e-20	0
YHR070W	S000001112	TRM5	-2.92	-2.18	0.65	-0.0896	0.739	4.9	419	5.69e-20	0
YOR289W	S000005815	NA	6.67	5.59	-1.51	-0.441	-1.07	2.33	418	5.86e-20	0
YPR163C	S000006367	TIF3	-1.99	-1.59	0.399	-0.00116	0.4	8.01	417	5.89e-20	0
YLR175W	S000004165	CBF5	-3.16	-2.42	0.77	0.0324	0.737	7.77	416	6.15e-20	0
YDR258C	S000002666	HSP78	5.11	0.642	-3.35	1.12	-4.47	4.96	416	6.17e-20	0
YOR347C	S000005874	PYK2	6.48	3.06	-4.27	-0.852	-3.42	2.58	414	6.42e-20	0
YJR063W	S000003824	RPA12	-2.38	-1.83	0.493	-0.0606	0.553	5.4	414	6.5e-20	0
YOL124C	S000005484	TRM11	-6.58	-5.12	1.41	-0.0469	1.46	3.77	412	6.8e-20	0
YHL039W	S000001031	EFM1	-1.94	-2.03	-0.0846	0.00456	-0.0891	6.28	412	6.84e-20	0
YNL274C	S000005218	GOR1	4.36	1.84	-3.03	-0.508	-2.52	3.33	412	6.9e-20	0
YOL022C	S000005382	TSR4	-2.8	-2.33	0.459	-0.00595	0.465	5.04	411	7.01e-20	0
YOR091W	S000005617	TMA46	-3.02	-2.71	0.415	0.112	0.304	5.33	409	7.3e-20	0
YHR065C	S000001107	RRP3	-5.14	-4.32	0.826	0.0145	0.811	4.29	409	7.45e-20	0
YJL070C	S000003606	NA	2.73	2.35	-0.36	0.0197	-0.38	4.38	405	8.29e-20	0
YBL054W	S000000150	TOD6	-6.33	-6.67	-0.459	-0.127	-0.332	3.51	404	8.47e-20	0
YNL124W	S000005068	NAF1	-3.57	-3.05	0.405	-0.119	0.524	4.54	404	8.55e-20	0
YMR016C	S000004618	SOK2	-3.08	-1.61	1.28	-0.191	1.47	5.51	403	8.77e-20	0
YJL060W	S000003596	BNA3	1.96	1.92	-0.0192	0.0267	-0.0459	6.32	402	8.99e-20	0
YEL011W	S000000737	GLC3	5.91	1.47	-4.23	0.211	-4.44	4.16	401	9.16e-20	0
YIL103W	S000001365	DPH1	-3.65	-2.61	0.925	-0.112	1.04	4.32	401	9.27e-20	0
YDR450W	S000002858	RPS18A	-1.75	-1.37	0.378	-0.00636	0.384	9.96	400	9.33e-20	0
YPL226W	S000006147	NEW1	-1.92	-1.55	0.338	-0.0415	0.379	8.73	400	9.41e-20	0
YKL073W	S000001556	LHS1	2.01	1.95	0.0234	0.0773	-0.053900000000000003	7.6	400	9.46e-20	0
YMR185W	S000004797	RTP1	-3.08	-3.11	0.00193	0.0367	-0.0347	4	399	9.69e-20	0
YCL035C	S000000540	GRX1	3.13	1.59	-1.63	-0.0823	-1.54	5.31	399	9.69e-20	0
YAL056W	S000000052	GPB2	2.58	2.35	-0.183	0.0437	-0.227	5.28	399	9.73e-20	0
YGL156W	S000003124	AMS1	7.43	5.97	-1.51	-0.0545	-1.46	3.37	399	9.76e-20	0
YLR009W	S000003999	RLP24	-3.22	-2.8	0.462	0.0419	0.42	5.83	398	9.91e-20	0
YOR155C	S000005681	ISN1	2.3	2.2	-0.126	-0.019	-0.107	5.52	397	1.02e-19	0
YGR200C	S000003432	ELP2	-1.8	-1.41	0.378	-0.0118	0.39	6.85	397	1.04e-19	0
YHR085W	S000001127	IPI1	-3.85	-3.07	0.72	-0.0616	0.782	3.83	396	1.05e-19	0
YIL091C	S000001353	UTP25	-3.45	-2.64	0.842	0.0289	0.814	5.34	396	1.06e-19	0
YBR149W	S000000353	ARA1	2.4	0.783	-1.73	-0.11	-1.62	7.63	395	1.09e-19	0
YLR249W	S000004239	YEF3	-2.44	-2.04	0.342	-0.0544	0.396	12.5	395	1.09e-19	0
YNR060W	S000005343	FRE4	-6.61	-5.91	0.649	-0.0521	0.701	4.93	395	1.1e-19	0
YBR006W	S000000210	UGA2	3.78	2.39	-1.49	-0.0967	-1.39	4.8	391	1.22e-19	0
YLR301W	S000004292	HRI1	1.47	1.47	0.0115	0.0123	-8.55e-4	7.43	390	1.24e-19	0
YKL065C	S000001548	YET1	2.28	1.37	-0.784	0.118	-0.902	6.31	390	1.24e-19	0
YIL110W	S000001372	HPM1	-2.04	-1.57	0.471	-0.00406	0.475	5.48	390	1.27e-19	0
YDL201W	S000002360	TRM8	-2.4	-1.9	0.382	-0.114	0.495	5.53	389	1.28e-19	0
YDL082W	S000002240	RPL13A	-2	-1.31	0.631	-0.0648	0.696	9.08	389	1.3e-19	0
YNL011C	S000004956	NA	2.3	2.08	-0.239	-0.0184	-0.22	4.85	389	1.3e-19	0
YMR191W	S000004803	SPG5	2.07	2.06	-0.026	-0.0197	-0.00626	6.42	389	1.31e-19	0
YNL075W	S000005019	IMP4	-3.33	-2.74	0.543	-0.0462	0.59	4.82	388	1.32e-19	0
YPR137W	S000006341	RRP9	-2.15	-1.81	0.418	0.0826	0.336	6.21	387	1.38e-19	0
YKR024C	S000001732	DBP7	-3.77	-3.18	0.578	-0.0138	0.591	4.86	386	1.41e-19	0
YNL015W	S000004960	PBI2	4.37	1.79	-3.11	-0.531	-2.58	3.87	386	1.42e-19	0
YGL099W	S000003067	LSG1	-2.14	-1.78	0.426	0.0606	0.365	5.82	385	1.45e-19	0
YHR066W	S000001108	SSF1	-6.13	-5.03	1.19	0.0859	1.1	3.63	384	1.49e-19	0
YHR046C	S000001088	INM1	2.92	2.7	-0.16	0.055	-0.215	6.02	383	1.53e-19	0
YLR401C	S000004393	DUS3	-2.93	-2.3	0.622	-0.0103	0.633	5.44	383	1.53e-19	0
YIL135C	S000001397	VHS2	2.1	1.88	-0.0421	0.182	-0.225	6.15	383	1.54e-19	0
YOR340C	S000005867	RPA43	-4.91	-3.9	1.08	0.0747	1.01	4.81	382	1.5700000000000001e-19	0
YDR513W	S000002921	GRX2	2.26	0.766	-1.67	-0.177	-1.49	6.73	382	1.5700000000000001e-19	0
YOR335C	S000005862	ALA1	-1.79	-1.47	0.316	0.00482	0.312	8.81	381	1.61e-19	0
YCR087C-A	S000007223	NA	-4.32	-4.05	0.127	-0.149	0.276	3.16	380	1.65e-19	0
YER156C	S000000958	NA	-1.67	-1.59	0.0135	-0.0682	0.0817	6.75	380	1.68e-19	0
YNR001C	S000005284	CIT1	2.23	1.6	-1.01	-0.375	-0.633	8.14	379	1.74e-19	0
YDR447C	S000002855	RPS17B	-1.92	-1.33	0.516	-0.0691	0.585	9	378	1.76e-19	0
YDR261C	S000002669	EXG2	1.62	1.46	-0.26	-0.0987	-0.161	6.76	377	1.82e-19	0
YCR072C	S000000668	RSA4	-3.03	-2.34	0.587	-0.102	0.689	5.66	377	1.84e-19	0
YPL079W	S000006000	RPL21B	-1.99	-1.4	0.563	-0.0317	0.594	9.69	377	1.85e-19	0
YOR359W	S000005886	VTS1	-2.14	-1.8	0.257	-0.0824	0.339	5.7	376	1.88e-19	0
YLR435W	S000004427	TSR2	-3.17	-2.47	0.586	-0.117	0.702	4.69	376	1.88e-19	0
YOR374W	S000005901	ALD4	3.85	2.1	-1.69	0.06	-1.75	6.69	375	1.92e-19	0
YOL031C	S000005391	SIL1	2.13	2.13	0.0573	0.0543	0.00305	6.28	375	1.96e-19	0
YNL022C	S000004967	RCM1	-2.09	-1.74	0.313	-0.0431	0.356	5.32	373	2.05e-19	0
YPL087W	S000006008	YDC1	3.08	1.54	-1.62	-0.0826	-1.54	6.26	373	2.06e-19	0
YMR304W	S000004920	UBP15	2.31	1.71	-0.59	0.013	-0.603	5.97	373	2.07e-19	0
YJL016W	S000003553	TPH3	2.13	1.06	-1.08	-0.0135	-1.07	6.1	373	2.07e-19	0
YDR214W	S000002622	AHA1	2.02	1.02	-0.473	0.533	-1.01	7.72	373	2.07e-19	0
YGL229C	S000003198	SAP4	3.57	2.51	-0.888	0.173	-1.06	4.38	372	2.12e-19	0
YGR187C	S000003419	HGH1	-2.8	-2.25	0.695	0.143	0.552	5.62	371	2.16e-19	0
YIL009W	S000001271	FAA3	-1.91	-1.53	0.444	0.0703	0.373	6.39	371	2.17e-19	0
YLR178C	S000004168	TFS1	4.28	1.44	-2.91	-0.0764	-2.83	4.21	370	2.22e-19	0
YML004C	S000004463	GLO1	1.97	0.971	-1.15	-0.153	-0.996	7.43	370	2.22e-19	0
YOR309C	S000005836	NA	-3.52	-2.36	1.14	-0.0259	1.16	4.47	370	2.25e-19	0
YBR244W	S000000448	GPX2	-3.4	-2.45	0.991	0.0454	0.946	5.12	370	2.26e-19	0
YDR500C	S000002908	RPL37B	-2.09	-1.52	0.518	-0.052	0.57	9.16	370	2.28e-19	0
YDR449C	S000002857	UTP6	-3.3	-2.31	1.05	0.0632	0.99	4.95	369	2.33e-19	0
YER127W	S000000929	LCP5	-3.85	-3.15	0.75	0.0561	0.694	4.5	368	2.37e-19	0
YMR119W	S000004725	ASI1	1.9	1.44	-0.413	0.0492	-0.462	6.47	367	2.43e-19	0
YDR087C	S000002494	RRP1	-3.66	-3.12	0.611	0.0706	0.541	4.57	367	2.45e-19	0
YBL101C	S000000197	ECM21	2.26	1.75	-0.257	0.253	-0.51	5.53	367	2.46e-19	0
YLL040C	S000003963	VPS13	1.74	1.38	-0.365	-0.00132	-0.364	7.01	366	2.49e-19	0
YOR207C	S000005733	RET1	-1.99	-1.5	0.497	0.00611	0.491	6.92	366	2.53e-19	0
YPR160W	S000006364	GPH1	8.17	1.17	-7.44	-0.436	-7	2.86	366	2.55e-19	0
YHR071W	S000001113	PCL5	1.89	1.96	-0.13	-0.201	0.0708	6.07	366	2.55e-19	0
YOL082W	S000005442	ATG19	3.37	2.84	-0.646	-0.112	-0.534	4.23	365	2.57e-19	0
YER082C	S000000884	UTP7	-3.37	-2.8	0.662	0.0871	0.575	5.44	365	2.59e-19	0
YJL005W	S000003542	CYR1	2.13	1.03	-0.944	0.16	-1.1	7.58	365	2.59e-19	0
YKR099W	S000001807	BAS1	-4.22	-3.57	0.701	0.0575	0.643	3.89	364	2.66e-19	0
YJL190C	S000003726	RPS22A	-2.12	-1.54	0.531	-0.0519	0.583	10.2	362	2.83e-19	0
YDR251W	S000002659	PAM1	1.88	1.22	-0.73	-0.0751	-0.655	6.67	362	2.84e-19	0
YPL203W	S000006124	TPK2	2.81	1.95	-1.03	-0.172	-0.862	5.57	361	2.92e-19	0
YEL065W	S000000791	SIT1	-3.56	-3.24	0.147	-0.167	0.314	6.35	361	2.94e-19	0
YOL109W	S000005469	ZEO1	-2.93	-3.76	-0.546	0.28	-0.827	6.92	360	3.02e-19	0
YOL016C	S000005376	CMK2	3.47	2.79	-0.788	-0.115	-0.673	5.26	360	3.04e-19	0
YOR312C	S000005839	RPL20B	-1.8	-1.18	0.574	-0.0458	0.62	9.99	359	3.1e-19	0
YGR285C	S000003517	ZUO1	-1.74	-1.62	0.0931	-0.0336	0.127	8.52	358	3.24e-19	0
YLR063W	S000004053	BMT6	-4.03	-3.12	1.01	0.102	0.911	3.28	358	3.24e-19	0
YMR251W-A	S000004864	HOR7	5.85	2.71	-3.98	-0.844	-3.13	4.42	357	3.34e-19	0
YML059C	S000004524	NTE1	1.73	1.57	-0.19	-0.0272	-0.163	7.95	357	3.35e-19	0
YOR004W	S000005530	UTP23	-5.22	-4.93	0.205	-0.0912	0.296	3.73	357	3.35e-19	0
YMR006C	S000004608	PLB2	-2.19	-1.8	0.25	-0.137	0.387	7.51	356	3.49e-19	0
YCL064C	S000000569	CHA1	1.79	1.83	0.167	0.126	0.0402	8.64	355	3.55e-19	0
YER003C	S000000805	PMI40	1.71	1.77	-0.0372	-0.0925	0.0553	8.95	353	3.74e-19	0
YLR034C	S000004024	SMF3	2.18	1.91	-0.3	-0.0265	-0.274	7.75	352	3.95e-19	0
YJR109C	S000003870	CPA2	2.46	2.87	0.502	0.0916	0.411	6.84	351	3.98e-19	0
YBL017C	S000000113	PEP1	1.67	1.42	-0.219	0.0325	-0.251	8.17	351	4.04e-19	0
YLR149C	S000004139	NA	5.57	3.61	-2.5	-0.547	-1.95	3.34	351	4.04e-19	0
YFR052C-A	S000028768	NA	8.52	1.68	-8.07	-1.22	-6.85	1.06	350	4.12e-19	0
YMR092C	S000004698	AIP1	1.92	1.51	-0.403	0.00984	-0.413	7.34	350	4.14e-19	0
YOR001W	S000005527	RRP6	-1.79	-1.36	0.42	-0.0147	0.435	6.08	350	4.17e-19	0
YPL239W	S000006160	YAR1	-2.69	-2.47	0.244	0.0289	0.215	4.85	350	4.2e-19	0
YJL148W	S000003684	RPA34	-3.15	-2.55	0.636	0.0436	0.593	5.36	349	4.25e-19	0
YKL143W	S000001626	LTV1	-5.57	-5.53	0.123	0.0763	0.0465	3.77	349	4.26e-19	0
YNL249C	S000005193	MPA43	2.3	2.18	-0.133	-0.0129	-0.12	4.98	349	4.28e-19	0
YJL177W	S000003713	RPL17B	-1.92	-1.27	0.611	-0.0445	0.655	9.34	349	4.31e-19	0
YPL237W	S000006158	SUI3	-1.61	-1.25	0.3	-0.057	0.357	7.99	348	4.36e-19	0
YER136W	S000000938	GDI1	1.63	1.38	-0.237	0.0206	-0.257	7.99	348	4.38e-19	0
YDR083W	S000002490	RRP8	-4.57	-3.57	1.05	0.0447	1	4.33	347	4.52e-19	0
YLR177W	S000004167	NA	3.77	0.218	-3.4	0.153	-3.55	4.57	347	4.54e-19	0
YDL153C	S000002312	SAS10	-4.63	-3.78	0.986	0.137	0.849	4.6	347	4.54e-19	0
YNL065W	S000005009	AQR1	-5.45	-5.98	-0.671	-0.146	-0.525	3.9	347	4.58e-19	0
YNL239W	S000005183	LAP3	1.8	1.29	-0.499	0.00364	-0.503	7.43	346	4.74e-19	0
YJR103W	S000003864	URA8	2.3	2.35	-0.0396	-0.0931	0.0535	6.08	346	4.74e-19	0
YPR190C	S000006394	RPC82	-2.44	-2.35	0.109	0.0177	0.0917	5.59	346	4.74e-19	0
YAL025C	S000000023	MAK16	-3.75	-3.18	0.771	0.199	0.572	5.17	346	4.77e-19	0
YNR050C	S000005333	LYS9	-1.94	-1.44	0.4	-0.0949	0.495	7.42	345	4.82e-19	0
YLR359W	S000004351	ADE13	-1.87	-1.62	0.245	-0.00313	0.248	7.85	344	5.03e-19	0
YAR015W	S000000070	ADE1	-2.68	-2.38	0.3	0.00279	0.297	5.24	343	5.13e-19	0
YHR120W	S000001162	MSH1	-2.06	-1.73	0.272	-0.0607	0.333	4.67	343	5.19e-19	0
YDR184C	S000002592	ATC1	-4.06	-3.15	0.83	-0.0855	0.915	4.21	342	5.32e-19	0
YOR048C	S000005574	RAT1	-2.14	-1.67	0.515	0.0448	0.471	6.04	342	5.43e-19	0
YNL110C	S000005054	NOP15	-4.47	-4.12	0.505	0.153	0.352	4.2	341	5.51e-19	0
YPR154W	S000006358	PIN3	2.16	1.21	-0.949	0.00393	-0.953	5.44	341	5.52e-19	0
YIL116W	S000001378	HIS5	2.07	2.04	0.0864	0.115	-0.0291	6.26	340	5.64e-19	0
YKR046C	S000001754	PET10	2.68	1.91	-0.711	0.0558	-0.767	7.38	340	5.66e-19	0
YOR018W	S000005544	ROD1	2.58	2.25	-0.24	0.09	-0.33	5.14	340	5.71e-19	0
YML106W	S000004574	URA5	-1.66	-1.26	0.289	-0.112	0.402	8.36	340	5.71e-19	0
YCR047C	S000000643	BUD23	-3.8	-3.2	0.638	0.04	0.598	4.01	340	5.77e-19	0
YLR186W	S000004176	EMG1	-2.03	-1.24	0.638	-0.15	0.788	6.44	339	5.83e-19	0
YHR088W	S000001130	RPF1	-4.98	-3.93	1.19	0.135	1.06	3.81	339	5.94e-19	0
YLR130C	S000004120	ZRT2	-1.95	-1.73	0.127	-0.0909	0.218	6.68	338	6.04e-19	0
YBL009W	S000000105	ALK2	-2.08	-1.64	0.58	0.141	0.439	5.46	338	6.07e-19	0
YGL234W	S000003203	ADE5,7	-2.5	-2.31	0.134	-0.0567	0.191	9.04	338	6.18e-19	0
YKL078W	S000001561	DHR2	-7.37	-7.41	-0.0936	-0.0575	-0.0361	2.7	338	6.2e-19	0
YPL032C	S000005953	SVL3	-1.63	-1.49	0.151	0.00932	0.142	7.24	337	6.25e-19	0
YMR300C	S000004915	ADE4	-1.98	-1.7	0.263	-0.0202	0.283	6.54	336	6.63e-19	0
YLR073C	S000004063	RFU1	-5.58	-5.09	0.461	-0.0302	0.491	3.45	335	6.8e-19	0
YCL057W	S000000562	PRD1	1.62	1.62	0.0511	0.0563	-0.00518	7.97	334	6.94e-19	0
YLL052C	S000003975	AQY2	-5.63	-5.69	-0.0588	8.13e-4	-0.0596	4.76	333	7.23e-19	0
YMR058W	S000004662	FET3	-2.56	-2.29	0.242	-0.0271	0.269	8.2	333	7.26e-19	0
YGL076C	S000003044	RPL7A	-1.91	-1.33	0.5	-0.0807	0.58	10.4	331	7.75e-19	0
YKL140W	S000001623	TGL1	1.98	1.38	-0.456	0.142	-0.598	6.26	330	7.94e-19	0
YNL300W	S000005244	TOS6	-4.46	-3.25	1.14	-0.061	1.2	4.61	330	7.94e-19	0
YOL041C	S000005401	NOP12	-3.14	-2.25	1.02	0.136	0.887	5.7	329	8.19e-19	0
YNL062C	S000005006	GCD10	-3.71	-2.98	0.736	-9.15e-4	0.737	5.37	329	8.27e-19	0
YMR093W	S000004699	UTP15	-1.72	-1.44	0.206	-0.0806	0.286	6.31	329	8.3e-19	0
YPL003W	S000005924	ULA1	2.92	1.5	-1.44	-0.00971	-1.43	4.56	327	8.88e-19	0
YMR305C	S000004921	SCW10	-2.2	-0.954	1.18	-0.0678	1.25	8.35	327	8.96e-19	0
YDR165W	S000002572	TRM82	-2.17	-1.62	0.547	-8.53e-4	0.548	6.47	326	9.04e-19	0
YDL208W	S000002367	NHP2	-2.9	-2.19	0.723	0.0177	0.705	6.39	326	9.18e-19	0
YIL008W	S000001270	URM1	-2.58	-2.24	0.186	-0.15	0.337	3.96	325	9.57e-19	0
YBR088C	S000000292	POL30	-2.21	-1.76	0.381	-0.0671	0.448	6.08	325	9.58e-19	0
YER060W-A	S000002958	FCY22	-3.31	-3.17	0.0556	-0.0826	0.138	4.61	324	9.61e-19	0
YOL013C	S000005373	HRD1	1.7	1.47	-0.336	-0.109	-0.227	5.94	324	9.65e-19	0
YDR091C	S000002498	RLI1	-1.74	-1.36	0.345	-0.0437	0.389	8.44	324	9.75e-19	0
YDR206W	S000002614	EBS1	-1.78	-1.36	0.36	-0.056	0.416	5.9	324	9.88e-19	0
YDR069C	S000002476	DOA4	2.09	1.95	-0.163	-0.021	-0.142	5.13	323	1.02e-18	0
YLR003C	S000003993	CMS1	-3.54	-2.6	0.985	0.0432	0.942	5.04	322	1.03e-18	0
YEL047C	S000000773	FRD1	1.97	1.5	-0.656	-0.188	-0.468	6.47	322	1.05e-18	0
YDL021W	S000002179	GPM2	10.3	8.54	-1.89	-0.173	-1.72	3.86	322	1.05e-18	0
YPL123C	S000006044	RNY1	3.61	2.77	-0.866	-0.0265	-0.84	3.59	320	1.11e-18	0
YGR079W	S000003311	NA	-5.94	-5.97	-0.151	-0.12	-0.0315	3.01	320	1.12e-18	0
YJR041C	S000003802	URB2	-2.16	-1.75	0.404	-0.0132	0.417	6.38	320	1.12e-18	0
YHR169W	S000001212	DBP8	-3.47	-2.8	0.609	-0.0563	0.666	4.57	319	1.14e-18	0
YLL011W	S000003934	SOF1	-2.25	-2.07	0.143	-0.0363	0.179	5.54	319	1.15e-18	0
YDL136W	S000002295	RPL35B	-2.13	-1.63	0.58	0.0741	0.506	8.87	319	1.17e-18	0
YLL053C	S000003976	NA	-5.91	-5.85	-9.6e-4	-0.0595	0.0585	5.05	319	1.17e-18	0
YCR069W	S000000665	CPR4	1.81	1.6	-0.183	0.0267	-0.21	6.86	318	1.18e-18	0
YKL021C	S000001504	MAK11	-2.25	-1.83	0.431	0.0117	0.42	5.61	318	1.19e-18	0
YOR052C	S000005578	TMC1	3.18	1.25	-1.73	0.206	-1.94	3.79	318	1.19e-18	0
YJL208C	S000003744	NUC1	-3.06	-2.31	0.656	-0.0899	0.746	4.82	317	1.22e-18	0
YHR028C	S000001070	DAP2	2.1	1.42	-0.663	0.018	-0.681	5.87	317	1.26e-18	0
YHR031C	S000001073	RRM3	-2.17	-2.27	-0.0366	0.0643	-0.101	3.76	317	1.26e-18	0
YBR291C	S000000495	CTP1	-3.59	-2.87	0.424	-0.298	0.723	3.96	316	1.29e-18	0
YNL200C	S000005144	NNR1	4.56	2.45	-2.51	-0.394	-2.11	2.95	316	1.3e-18	0
YOL125W	S000005485	TRM13	-3.12	-2.19	0.888	-0.0374	0.925	4.22	315	1.31e-18	0
YBR089C-A	S000002157	NHP6B	1.82	1.69	-0.243	-0.113	-0.13	5.92	315	1.32e-18	0
YML093W	S000004558	UTP14	-3.3	-2.73	0.782	0.209	0.573	5.5	314	1.36e-18	0
YBR068C	S000000272	BAP2	1.98	1.82	-0.24	-0.0784	-0.162	9.05	312	1.47e-18	0
YDL083C	S000002241	RPS16B	-1.87	-1.32	0.468	-0.075	0.543	9.87	312	1.47e-18	0
YJL042W	S000003578	MHP1	2.24	0.479	-1.46	0.3	-1.76	6.01	312	1.48e-18	0
