ORF	SGD	GENENAME	logFC	logCPM	F	PValue	FDR
YLR286C	S000004276	CTS1	-0	9.18	4.33e-4	0.984	0.99
YIL075C	S000001337	RPN2	-0	8.86	8.44e-4	0.977	0.988
YOR254C	S000005780	SEC63	-0	8.3	0.00111	0.974	0.986
YIL030C	S000001292	SSM4	-0	8.31	0.00118	0.973	0.986
YLR301W	S000004292	HRI1	-0	7.61	0.00146	0.97	0.984
YDR416W	S000002824	SYF1	-0	4.67	7.98e-4	0.978	0.988
YNL039W	S000004984	BDP1	-0	4.73	5.34e-4	0.982	0.99
YCL045C	S000000550	EMC1	-0	8.37	0.00176	0.967	0.983
YER105C	S000000907	NUP157	-0	7.48	0.00194	0.965	0.982
YDL224C	S000002383	WHI4	-0	6.66	0.00111	0.974	0.986
YJL138C	S000003674	TIF2	-0	9.02	9.23e-5	0.992	0.996
YPL115C	S000006036	BEM3	-0	6.36	0.00181	0.966	0.983
YER036C	S000000838	ARB1	-0	9.33	0.00204	0.964	0.982
YBR109C	S000000313	CMD1	-0	7.42	0.00206	0.964	0.982
YDR244W	S000002652	PEX5	-0	4.53	0.00103	0.975	0.987
YMR161W	S000004771	HLJ1	-0.01	5.13	0.00187	0.966	0.982
YMR275C	S000004888	BUL1	-0.01	5.88	0.00225	0.963	0.981
YGR014W	S000003246	MSB2	-0.01	7.57	0.00208	0.964	0.982
YAL015C	S000000013	NTG1	-0.01	3.07	6.68e-4	0.98	0.989
YOL101C	S000005461	IZH4	-0.01	0.747	2.41e-5	0.996	0.998
YPR097W	S000006301	NA	-0.01	6.31	0.00295	0.957	0.978
YPR065W	S000006269	ROX1	-0.01	5.79	0.00131	0.971	0.985
YJL068C	S000003604	NA	-0.01	4.49	0.00113	0.973	0.986
YCL057W	S000000562	PRD1	-0.01	8.19	0.00308	0.956	0.978
YNL199C	S000005143	GCR2	-0.01	5.25	0.00166	0.968	0.983
YGL026C	S000002994	TRP5	-0.01	8.42	0.00144	0.97	0.984
YMR295C	S000004910	NA	-0.01	6.42	0.00361	0.953	0.975
YAR002C-A	S000002129	ERP1	-0.01	8.07	0.00322	0.955	0.977
YNL077W	S000005021	APJ1	-0.01	2.98	6.64e-4	0.98	0.989
YKL078W	S000001561	DHR2	-0.01	5.39	4.5e-4	0.983	0.99
YHR131C	S000001173	NA	-0.01	4.95	0.00316	0.956	0.977
YLR163C	S000004153	MAS1	-0.01	5.92	0.0038	0.951	0.975
YJL049W	S000003585	CHM7	-0.01	3.14	6.32e-4	0.98	0.989
YKR083C	S000001791	DAD2	-0.01	1.86	4.34e-4	0.984	0.99
YDR346C	S000002754	SVF1	-0.01	7.2	0.00666	0.936	0.966
YGL048C	S000003016	RPT6	-0.01	7.81	0.00503	0.944	0.97
YHR027C	S000001069	RPN1	-0.01	8.56	0.00582	0.94	0.968
YIL153W	S000001415	RRD1	-0.01	5.19	0.0023	0.962	0.981
YLL052C	S000003975	AQY2	-0.01	6.62	7.43e-4	0.979	0.989
YJR004C	S000003764	SAG1	-0.01	4.59	0.00205	0.964	0.982
YER061C	S000000863	CEM1	-0.01	3.32	0.0012	0.973	0.986
YNL236W	S000005180	SIN4	-0.01	6.59	0.00662	0.936	0.966
YDR424C	S000002832	DYN2	-0.01	4.64	0.00263	0.96	0.979
YDR305C	S000002713	HNT2	-0.01	4.2	0.00266	0.959	0.979
YBR030W	S000000234	RKM3	-0.01	4.75	0.00497	0.944	0.97
YGR186W	S000003418	TFG1	-0.01	5.99	0.00639	0.937	0.966
YJL029C	S000003566	VPS53	-0.01	6.11	0.0085	0.927	0.961
YGR277C	S000003509	CAB4	-0.01	5.13	0.00528	0.943	0.97
YDR519W	S000002927	FPR2	-0.01	6.04	0.00649	0.936	0.966
YJL143W	S000003679	TIM17	-0.01	6.81	0.00307	0.956	0.978
YGL143C	S000003111	MRF1	-0.01	3.64	0.00299	0.957	0.978
YNL238W	S000005182	KEX2	-0.01	6.73	0.0125	0.912	0.952
YBR159W	S000000363	IFA38	-0.01	7.56	0.016	0.9	0.944
YNL330C	S000005274	RPD3	-0.01	6.09	0.0162	0.9	0.944
YKL203C	S000001686	TOR2	-0.01	6.58	0.012	0.914	0.953
YPR107C	S000006311	YTH1	-0.01	3.86	0.00384	0.951	0.975
YOR362C	S000005889	PRE10	-0.01	7.4	0.0215	0.884	0.935
YMR243C	S000004856	ZRC1	-0.01	8.79	0.0139	0.907	0.948
YGL094C	S000003062	PAN2	-0.01	6.65	0.0177	0.895	0.941
YOR156C	S000005682	NFI1	-0.01	4.18	0.0088	0.926	0.961
YDR044W	S000002451	HEM13	-0.01	6.05	0.0133	0.909	0.95
YLR424W	S000004416	SPP382	-0.01	3.51	0.00525	0.943	0.97
YGL226W	S000003195	MTC3	-0.01	2.91	0.00425	0.949	0.973
YOR133W	S000005659	EFT1	-0.01	13.2	0.00793	0.93	0.963
YOR175C	S000005701	ALE1	-0.01	7.06	0.0289	0.866	0.925
YKL152C	S000001635	GPM1	-0.01	13	0.0142	0.906	0.948
YIL076W	S000001338	SEC28	-0.02	6.95	0.0213	0.885	0.936
YNL128W	S000005072	TEP1	-0.02	1.66	0.00168	0.968	0.983
YNL288W	S000005232	CAF40	-0.02	7.08	0.0168	0.898	0.943
YLR226W	S000004216	BUR2	-0.02	4.43	0.00918	0.924	0.96
YGR100W	S000003332	MDR1	-0.02	6.08	0.0251	0.875	0.93
YCL008C	S000000514	STP22	-0.02	5.37	0.0209	0.886	0.936
YMR149W	S000004757	SWP1	-0.02	8.25	0.0254	0.875	0.929
YDR408C	S000002816	ADE8	-0.02	5.56	0.0201	0.888	0.937
YDR288W	S000002696	NSE3	-0.02	3.72	0.00996	0.921	0.958
YNL029C	S000004974	KTR5	-0.02	4.73	0.021	0.886	0.936
YMR255W	S000004868	GFD1	-0.02	3.91	0.00981	0.922	0.958
YDR027C	S000002434	VPS54	-0.02	5.97	0.0272	0.87	0.927
YDR237W	S000002645	MRPL7	-0.02	6.06	0.0286	0.867	0.925
YGL219C	S000003187	MDM34	-0.02	5.66	0.0237	0.879	0.932
YJR153W	S000003914	PGU1	-0.02	2.74	0.00615	0.938	0.967
YCR027C	S000000622	RHB1	-0.02	4.13	0.0122	0.913	0.952
YIL050W	S000001312	PCL7	-0.02	4.03	0.00958	0.923	0.959
YDR128W	S000002535	MTC5	-0.02	5.09	0.0255	0.874	0.929
YDL238C	S000002397	GUD1	-0.02	2.89	0.00703	0.934	0.966
YOL042W	S000005402	NGL1	-0.02	4.63	0.0207	0.887	0.936
YER008C	S000000810	SEC3	-0.02	6.83	0.0266	0.872	0.927
YPL267W	S000006188	ACM1	-0.02	1.96	0.00281	0.958	0.978
YER015W	S000000817	FAA2	-0.02	2.36	0.00423	0.949	0.973
YDR404C	S000002812	RPB7	-0.02	6.73	0.0376	0.848	0.914
YHR181W	S000001224	SVP26	-0.02	6.23	0.0289	0.866	0.925
YBR009C	S000000213	HHF1	-0.02	6.85	0.0203	0.888	0.937
YMR137C	S000004745	PSO2	-0.02	2.86	0.00599	0.939	0.967
YMR223W	S000004836	UBP8	-0.02	5.16	0.0289	0.866	0.925
YOR181W	S000005707	LAS17	-0.02	5.4	0.0162	0.9	0.944
YLL056C	S000003979	NA	-0.02	2.3	0.00612	0.938	0.967
YKL176C	S000001659	LST4	-0.02	6.92	0.0309	0.862	0.922
YPL097W	S000006018	MSY1	-0.02	4.98	0.0189	0.892	0.939
YDR243C	S000002651	PRP28	-0.02	3.37	0.00398	0.95	0.975
YBR004C	S000000208	GPI18	-0.02	5.9	0.0179	0.895	0.941
YDR328C	S000002736	SKP1	-0.02	6.18	0.0305	0.863	0.922
YNL168C	S000005112	FMP41	-0.02	5.66	0.0379	0.847	0.914
YKR090W	S000001798	PXL1	-0.02	5.14	0.031	0.862	0.922
YER076C	S000000878	NA	-0.02	2.1	0.00546	0.942	0.969
YDR444W	S000002852	NA	-0.02	4.63	0.0228	0.881	0.934
YHR078W	S000001120	NA	-0.02	5.98	0.0468	0.83	0.903
YKL058W	S000001541	TOA2	-0.02	5.5	0.0279	0.869	0.926
YLR353W	S000004345	BUD8	-0.02	5.61	0.0312	0.861	0.922
YIL116W	S000001378	HIS5	-0.02	6.61	0.0334	0.857	0.919
YOR290C	S000005816	SNF2	-0.02	6.16	0.0357	0.852	0.917
YMR214W	S000004827	SCJ1	-0.02	6.28	0.0436	0.836	0.907
YGL077C	S000003045	HNM1	-0.02	8.18	0.0335	0.856	0.919
YCL005W-A	S000028508	VMA9	-0.02	4.95	0.0104	0.92	0.957
YBL050W	S000000146	SEC17	-0.02	6.16	0.0527	0.82	0.895
YKL019W	S000001502	RAM2	-0.02	5.72	0.0306	0.862	0.922
YOR123C	S000005649	LEO1	-0.02	5.16	0.0117	0.915	0.954
YBR173C	S000000377	UMP1	-0.02	6.63	0.0418	0.84	0.909
YIL154C	S000001416	IMP2'	-0.02	4.23	0.0189	0.892	0.939
YDR541C	S000002949	NA	-0.02	4.03	0.0153	0.902	0.946
YBR119W	S000000323	MUD1	-0.02	3.71	0.013	0.91	0.951
YBR049C	S000000253	REB1	-0.02	6.53	0.058	0.812	0.888
YDL101C	S000002259	DUN1	-0.02	4.61	0.0271	0.871	0.927
YGR184C	S000003416	UBR1	-0.02	7.89	0.0727	0.79	0.875
YDR242W	S000002650	AMD2	-0.03	1.55	0.00363	0.952	0.975
YLR090W	S000004080	XDJ1	-0.03	4.82	0.0319	0.86	0.921
YGR046W	S000003278	TAM41	-0.03	4.63	0.0333	0.857	0.919
YLR330W	S000004322	CHS5	-0.03	6.75	0.0433	0.837	0.907
YJL054W	S000003590	TIM54	-0.03	6.23	0.0392	0.845	0.912
YDR057W	S000002464	YOS9	-0.03	5.13	0.0546	0.817	0.893
YBR062C	S000000266	NA	-0.03	4.02	0.0289	0.866	0.925
YDR285W	S000002693	ZIP1	-0.03	1.73	0.00776	0.93	0.963
YGL110C	S000003078	CUE3	-0.03	4.68	0.0332	0.857	0.919
YOR329C	S000005856	SCD5	-0.03	6.03	0.0573	0.813	0.888
YDR287W	S000002695	INM2	-0.03	3.34	0.0201	0.888	0.937
YKL075C	S000001558	NA	-0.03	4.73	0.0417	0.84	0.909
YDR169C	S000002576	STB3	-0.03	5.36	0.0456	0.833	0.904
YDL008W	S000002166	APC11	-0.03	3.43	0.0162	0.9	0.944
YOR121C	S000005647	NA	-0.03	-0.43	0.0017	0.967	0.983
YLR104W	S000004094	LCL2	-0.03	5.8	0.0415	0.84	0.909
YDL076C	S000002234	RXT3	-0.03	4.76	0.0373	0.848	0.915
YBR043C	S000000247	QDR3	-0.03	4.3	0.0325	0.858	0.92
YNL127W	S000005071	FAR11	-0.03	5.19	0.0494	0.826	0.9
YGL136C	S000003104	MRM2	-0.03	4.29	0.0398	0.843	0.911
YDR313C	S000002721	PIB1	-0.03	3.79	0.0349	0.853	0.917
YMR274C	S000004887	RCE1	-0.03	4.39	0.0317	0.86	0.921
YOR180C	S000005706	DCI1	-0.03	3.19	0.0204	0.887	0.937
YJL197W	S000003733	UBP12	-0.03	6.7	0.0668	0.798	0.881
YMR073C	S000004677	IRC21	-0.03	2.83	0.0179	0.895	0.941
YDL012C	S000002170	NA	-0.03	3.38	0.022	0.883	0.934
YDR311W	S000002719	TFB1	-0.03	4.83	0.0446	0.834	0.905
YIL041W	S000001303	GVP36	-0.03	7.3	0.0981	0.757	0.851
YGL039W	S000003007	NA	-0.03	3.78	0.0284	0.868	0.925
YKL170W	S000001653	MRPL38	-0.03	4.71	0.0524	0.821	0.896
YNR028W	S000005311	CPR8	-0.03	5.73	0.0892	0.768	0.858
YGL047W	S000003015	ALG13	-0.03	4.32	0.033	0.857	0.92
YNL122C	S000005066	NA	-0.03	3.17	0.0246	0.877	0.931
YNL103W	S000005047	MET4	-0.03	5.43	0.0478	0.829	0.902
YKL213C	S000001696	DOA1	-0.03	6.78	0.0977	0.757	0.851
YER041W	S000000843	YEN1	-0.03	3.62	0.0336	0.856	0.919
YOL151W	S000005511	GRE2	-0.03	4.99	0.0579	0.812	0.888
YIR022W	S000001461	SEC11	-0.03	6.03	0.0633	0.803	0.883
YCR054C	S000000650	CTR86	-0.03	4.6	0.0656	0.8	0.881
YLR025W	S000004015	SNF7	-0.03	4.88	0.0311	0.861	0.922
YPR057W	S000006261	BRR1	-0.03	3.55	0.0278	0.869	0.926
YFR030W	S000001926	MET10	-0.03	5	0.0589	0.81	0.887
YGR218W	S000003450	CRM1	-0.03	8.52	0.0939	0.762	0.854
YML099C	S000004565	ARG81	-0.03	5.51	0.0823	0.777	0.865
YJL126W	S000003662	NIT2	-0.03	3.46	0.0263	0.872	0.928
YDL099W	S000002257	BUG1	-0.03	4.68	0.0143	0.906	0.948
YIL169C	S000001431	CSS1	-0.03	13.4	0.0352	0.853	0.917
YNL219C	S000005163	ALG9	-0.03	8.08	0.088	0.769	0.86
YDL132W	S000002290	CDC53	-0.03	7.38	0.0857	0.772	0.862
YNL254C	S000005198	RTC4	-0.03	2.97	0.0185	0.893	0.94
YGR220C	S000003452	MRPL9	-0.03	5.62	0.1	0.754	0.85
Q0070	S000007265	AI5_ALPHA	-0.03	1.89	6.86e-4	0.98	0.989
YHL047C	S000001039	ARN2	-0.03	4.81	0.0216	0.885	0.935
YHR026W	S000001068	VMA16	-0.03	8.37	0.0604	0.808	0.886
YGR036C	S000003268	CAX4	-0.03	4.6	0.0481	0.828	0.902
YIL150C	S000001412	MCM10	-0.03	2.84	0.0161	0.9	0.944
YNR006W	S000005289	VPS27	-0.03	5.3	0.0487	0.827	0.901
YJL178C	S000003714	ATG27	-0.03	6.49	0.132	0.719	0.828
YJL099W	S000003635	CHS6	-0.03	3.99	0.0325	0.858	0.92
YBR058C	S000000262	UBP14	-0.04	6.51	0.0945	0.761	0.854
YML020W	S000004482	NA	-0.04	4.17	0.0383	0.846	0.914
YGL220W	S000003188	BOL2	-0.04	4.69	0.0407	0.842	0.91
YMR171C	S000004781	EAR1	-0.04	6.07	0.126	0.725	0.831
YGL179C	S000003147	TOS3	-0.04	2.86	0.0157	0.901	0.945
YBL019W	S000000115	APN2	-0.04	3.3	0.0322	0.859	0.92
YPL197C	S000006118	NA	-0.04	-0.0631	0.0021	0.964	0.982
YFR050C	S000001946	PRE4	-0.04	7.66	0.119	0.733	0.835
YDR371W	S000002779	CTS2	-0.04	4.66	0.0578	0.812	0.888
YBR019C	S000000223	GAL10	-0.04	-0.609	0.00131	0.971	0.985
YGL139W	S000003107	FLC3	-0.04	6.52	0.0773	0.783	0.87
YOL083W	S000005443	ATG34	-0.04	1.4	0.00321	0.975	0.987
YDL029W	S000002187	ARP2	-0.04	7.53	0.15	0.701	0.815
YLR315W	S000004307	NKP2	-0.04	1.46	0.0116	0.915	0.954
YGL029W	S000002997	CGR1	-0.04	3.38	0.00435	0.948	0.973
YHR116W	S000001158	COX23	-0.04	3.46	0.0383	0.846	0.914
YDR486C	S000002894	VPS60	-0.04	4.4	0.0652	0.8	0.881
YLR229C	S000004219	CDC42	-0.04	7.31	0.123	0.728	0.832
YOR034C-A	S000028856	NA	-0.04	1.33	0.00814	0.929	0.962
YHR199C-A	S000029704	NBL1	-0.04	0.602	0.00534	0.942	0.969
YKR100C	S000001808	SKG1	-0.04	5.67	0.122	0.73	0.833
YGR263C	S000003495	SAY1	-0.04	4.36	0.063	0.804	0.883
YLR218C	S000004208	COA4	-0.04	2.6	0.0185	0.893	0.94
YGR193C	S000003425	PDX1	-0.04	6.22	0.135	0.717	0.826
YLR285C-A	S000028569	NA	-0.04	1.02	0.00652	0.936	0.966
YGR032W	S000003264	GSC2	-0.04	7.9	0.0751	0.786	0.872
YBR185C	S000000389	MBA1	-0.04	5.46	0.0874	0.77	0.86
YLR088W	S000004078	GAA1	-0.04	6.34	0.131	0.72	0.828
YMR121C	S000004728	RPL15B	-0.04	6.14	0.069	0.795	0.878
YBR279W	S000000483	PAF1	-0.04	5.15	0.0327	0.858	0.92
YOR299W	S000005825	BUD7	-0.04	6.25	0.142	0.709	0.822
YMR185W	S000004797	RTP1	-0.04	4.7	0.0625	0.805	0.884
YKL077W	S000001560	NA	-0.04	7.39	0.226	0.638	0.769
YJL013C	S000003550	MAD3	-0.04	4.36	0.0516	0.822	0.897
YOL003C	S000005363	PFA4	-0.04	4.88	0.0922	0.764	0.855
YJL146W	S000003682	IDS2	-0.04	4.48	0.0976	0.757	0.851
YDL135C	S000002294	RDI1	-0.04	5.47	0.0704	0.793	0.877
YBR118W	S000000322	TEF2	-0.04	14	0.0745	0.787	0.872
YNL172W	S000005116	APC1	-0.04	5.82	0.125	0.727	0.831
YLR091W	S000004081	GEP5	-0.04	3.13	0.0395	0.844	0.912
YBR285W	S000000489	NA	-0.04	1.47	0.0613	0.807	0.884
YGR240C	S000003472	PFK1	-0.04	11.2	0.0895	0.767	0.858
YHR091C	S000001133	MSR1	-0.04	4.79	0.0655	0.8	0.881
YNL295W	S000005239	MRX6	-0.04	4.12	0.0584	0.811	0.888
YDR329C	S000002737	PEX3	-0.04	4.51	0.0972	0.758	0.851
YDR014W	S000002421	RAD61	-0.04	2.98	0.0274	0.87	0.927
YMR164C	S000004774	MSS11	-0.04	3.81	0.0505	0.824	0.898
YMR209C	S000004822	NA	-0.04	5.75	0.123	0.729	0.832
YAR028W	S000000076	NA	-0.04	3.43	0.0463	0.831	0.903
YIL137C	S000001399	TMA108	-0.04	7.16	0.196	0.662	0.786
YCL017C	S000000522	NFS1	-0.04	7.37	0.163	0.69	0.806
YBR290W	S000000494	BSD2	-0.04	4.67	0.0573	0.813	0.888
YOL026C	S000005386	MIM1	-0.04	3.46	0.0191	0.891	0.939
YCR088W	S000000684	ABP1	-0.04	7.04	0.137	0.714	0.824
YKL098W	S000001581	MTC2	-0.04	3.97	0.0642	0.802	0.882
YDL052C	S000002210	SLC1	-0.04	7.41	0.152	0.7	0.815
YGR161W-C	S000029726	NA	-0.04	2.28	0.0257	0.874	0.929
YER111C	S000000913	SWI4	-0.04	5.77	0.0527	0.821	0.896
YNL094W	S000005038	APP1	-0.04	5.65	0.174	0.68	0.8
YPL107W	S000006028	NA	-0.05	2.81	0.0322	0.859	0.92
YPL040C	S000005961	ISM1	-0.05	5.24	0.143	0.708	0.821
YAR042W	S000000081	SWH1	-0.05	6.33	0.214	0.647	0.777
YHR192W	S000001235	LNP1	-0.05	4.53	0.106	0.748	0.847
YOR017W	S000005543	PET127	-0.05	5.22	0.113	0.74	0.841
YKL167C	S000001650	MRP49	-0.05	4.34	0.0913	0.765	0.856
YNL136W	S000005080	EAF7	-0.05	3.16	0.0198	0.889	0.938
YKL017C	S000001500	HCS1	-0.05	4.25	0.0727	0.79	0.875
YOR236W	S000005762	DFR1	-0.05	5.02	0.12	0.732	0.834
YNL214W	S000005158	PEX17	-0.05	3.44	0.0715	0.791	0.876
YJL060W	S000003596	BNA3	-0.05	6.63	0.181	0.674	0.795
YGL093W	S000003061	SPC105	-0.05	4.46	0.0969	0.758	0.851
YCL034W	S000000539	LSB5	-0.05	5.7	0.165	0.688	0.805
YGL061C	S000003029	DUO1	-0.05	2.81	0.0274	0.87	0.927
YOL023W	S000005383	IFM1	-0.05	3.87	0.0684	0.796	0.879
YKL206C	S000001689	ADD66	-0.05	5.6	0.213	0.648	0.777
YGR262C	S000003494	BUD32	-0.05	4.72	0.125	0.727	0.831
YDR505C	S000002913	PSP1	-0.05	6.68	0.139	0.712	0.824
YJL097W	S000003633	PHS1	-0.05	6.85	0.149	0.703	0.817
YDL056W	S000002214	MBP1	-0.05	5.1	0.125	0.727	0.831
YDR222W	S000002630	NA	-0.05	3.78	0.0414	0.84	0.909
YPR023C	S000006227	EAF3	-0.05	5.87	0.22	0.643	0.772
YDR092W	S000002499	UBC13	-0.05	5.2	0.15	0.702	0.816
YDL015C	S000002173	TSC13	-0.05	8.15	0.18	0.675	0.796
YGL044C	S000003012	RNA15	-0.05	4.77	0.102	0.753	0.849
YMR307C-A	S000028578	NA	-0.05	0.0436	7.8e-4	0.978	0.989
YDL175C	S000002334	AIR2	-0.05	4.06	0.0933	0.762	0.855
YPL113C	S000006034	NA	-0.05	1.81	0.0176	0.895	0.941
YIL164C	S000001426	NIT1	-0.05	1.42	0.0157	0.901	0.945
YEL036C	S000000762	ANP1	-0.05	6.9	0.238	0.63	0.763
YGR170W	S000003402	PSD2	-0.05	5.26	0.183	0.673	0.794
YIL023C	S000001285	YKE4	-0.05	5.26	0.12	0.732	0.834
YGR198W	S000003430	YPP1	-0.05	6.45	0.186	0.67	0.793
YGR092W	S000003324	DBF2	-0.05	5.07	0.183	0.672	0.794
YLR290C	S000004281	COQ11	-0.05	4.49	0.111	0.741	0.842
YHR009C	S000001051	TDA3	-0.05	7.1	0.24	0.629	0.763
YLR019W	S000004009	PSR2	-0.05	5.9	0.206	0.654	0.78
YPL098C	S000006019	MGR2	-0.05	5.15	0.173	0.681	0.8
YNL009W	S000004954	IDP3	-0.05	1.3	0.0116	0.915	0.954
YLR389C	S000004381	STE23	-0.05	7.94	0.303	0.587	0.733
YJR049C	S000003810	UTR1	-0.05	4.99	0.142	0.71	0.822
YPR069C	S000006273	SPE3	-0.05	8.63	0.252	0.62	0.755
YHR105W	S000001147	YPT35	-0.05	2.17	0.0297	0.865	0.923
YHR073W	S000001115	OSH3	-0.05	7.14	0.261	0.614	0.751
YLR260W	S000004250	LCB5	-0.05	4.95	0.109	0.745	0.845
YMR100W	S000004706	MUB1	-0.05	4.81	0.102	0.752	0.849
YAL039C	S000000037	CYC3	-0.05	3.83	0.0642	0.802	0.882
YKL033W-A	S000007242	NA	-0.05	7.13	0.302	0.588	0.733
YCR046C	S000000642	IMG1	-0.05	4.22	0.0842	0.774	0.863
YDR307W	S000002715	PMT7	-0.05	6.25	0.239	0.629	0.763
YDR518W	S000002926	EUG1	-0.05	7.27	0.308	0.584	0.73
YGL194C-A	S000087160	NA	-0.05	0.603	0.0106	0.919	0.956
YDR368W	S000002776	YPR1	-0.05	7.17	0.262	0.614	0.751
YHR076W	S000001118	PTC7	-0.05	5.25	0.184	0.672	0.794
YDR456W	S000002864	NHX1	-0.05	7.68	0.195	0.662	0.786
YGL142C	S000003110	GPI10	-0.05	6.64	0.239	0.629	0.763
YLL015W	S000003938	BPT1	-0.05	7.24	0.34	0.565	0.716
YGR196C	S000003428	FYV8	-0.05	4.47	0.094	0.762	0.854
YOR125C	S000005651	CAT5	-0.05	4.37	0.1	0.754	0.85
YLR058C	S000004048	SHM2	-0.05	8.57	0.128	0.723	0.83
YDR532C	S000002940	KRE28	-0.05	2.29	0.0297	0.864	0.923
YIL130W	S000001392	ASG1	-0.06	5.85	0.145	0.706	0.819
YDR201W	S000002609	SPC19	-0.06	3.5	0.102	0.752	0.849
YPL074W	S000005995	YTA6	-0.06	4.82	0.155	0.698	0.813
YLR118C	S000004108	NA	-0.06	5.34	0.188	0.668	0.791
YNL329C	S000005273	PEX6	-0.06	5.59	0.229	0.636	0.768
YGR227W	S000003459	DIE2	-0.06	6.44	0.286	0.598	0.739
YIL048W	S000001310	NEO1	-0.06	7.21	0.343	0.563	0.715
YFR011C	S000001907	MIC19	-0.06	4.63	0.182	0.674	0.795
YGL073W	S000003041	HSF1	-0.06	5.25	0.131	0.721	0.828
YPL208W	S000006129	RKM1	-0.06	5.88	0.293	0.593	0.736
YOR357C	S000005884	SNX3	-0.06	4.52	0.142	0.709	0.822
YOR035C	S000005561	SHE4	-0.06	5.19	0.16	0.692	0.809
YER129W	S000000931	SAK1	-0.06	6.29	0.309	0.583	0.73
YKL088W	S000001571	CAB3	-0.06	4.17	0.0874	0.77	0.86
YKL073W	S000001556	LHS1	-0.06	7.92	0.265	0.611	0.749
YIL005W	S000001267	EPS1	-0.06	6.53	0.246	0.624	0.759
YMR004W	S000004606	MVP1	-0.06	5.06	0.0856	0.773	0.862
YER005W	S000000807	YND1	-0.06	5.65	0.3	0.589	0.733
YKL126W	S000001609	YPK1	-0.06	7.68	0.292	0.594	0.736
YNL257C	S000005201	SIP3	-0.06	5.73	0.27	0.608	0.747
YOL116W	S000005476	MSN1	-0.06	4.01	0.135	0.716	0.826
YDL179W	S000002338	PCL9	-0.06	4.62	0.173	0.681	0.8
YMR216C	S000004829	SKY1	-0.06	6.11	0.319	0.577	0.725
YKR039W	S000001747	GAP1	-0.06	2.25	0.0548	0.817	0.892
YLR324W	S000004316	PEX30	-0.06	5.51	0.27	0.608	0.747
YBR010W	S000000214	HHT1	-0.06	7.46	0.0872	0.771	0.861
YPL127C	S000006048	HHO1	-0.06	5.55	0.188	0.669	0.791
YLR242C	S000004232	ARV1	-0.06	4.2	0.125	0.727	0.831
YJL173C	S000003709	RFA3	-0.06	4.84	0.17	0.683	0.802
YGL200C	S000003168	EMP24	-0.06	8.36	0.248	0.623	0.758
YBL005W	S000000101	PDR3	-0.06	5.43	0.229	0.637	0.768
YAL013W	S000000011	DEP1	-0.06	3.85	0.118	0.734	0.836
YER187W	S000000989	NA	-0.06	1.23	0.0202	0.888	0.937
YNL131W	S000005075	TOM22	-0.06	6.88	0.393	0.536	0.691
YNL101W	S000005045	AVT4	-0.06	6.86	0.341	0.565	0.716
YJR010C-A	S000003770	SPC1	-0.06	3.57	0.0692	0.795	0.878
YER087C-B	S000002128	SBH1	-0.06	6.66	0.313	0.581	0.728
YLR254C	S000004244	NDL1	-0.06	2.46	0.0465	0.831	0.903
YGL159W	S000003127	NA	-0.06	4.95	0.219	0.644	0.773
YGL185C	S000003153	NA	-0.06	2.33	0.044	0.836	0.906
YOR009W	S000005535	TIR4	-0.07	3.32	0.0989	0.756	0.851
YCL058W-A	S000028518	ADF1	-0.07	2.3	0.022	0.883	0.934
YER052C	S000000854	HOM3	-0.07	9.08	0.245	0.625	0.759
YDR433W	S000002841	NA	-0.07	3.27	0.0633	0.803	0.883
YML102W	S000004570	CAC2	-0.07	4.6	0.17	0.684	0.802
YLR266C	S000004256	PDR8	-0.07	5.45	0.254	0.619	0.754
YDL230W	S000002389	PTP1	-0.07	4.35	0.175	0.68	0.799
YLR370C	S000004362	ARC18	-0.07	5.91	0.399	0.533	0.689
YIL134W	S000001396	FLX1	-0.07	4.08	0.0922	0.764	0.855
YDL047W	S000002205	SIT4	-0.07	6.19	0.415	0.525	0.682
YDR494W	S000002902	RSM28	-0.07	5.42	0.204	0.655	0.781
YNR065C	S000005348	NA	-0.07	5.17	0.229	0.636	0.768
YLR015W	S000004005	BRE2	-0.07	3.89	0.121	0.73	0.833
YER009W	S000000811	NTF2	-0.07	8.3	0.293	0.593	0.736
YHR165C	S000001208	PRP8	-0.07	7.1	0.499	0.486	0.651
YGL016W	S000002984	KAP122	-0.07	6.95	0.325	0.574	0.723
YDR158W	S000002565	HOM2	-0.07	9.06	0.296	0.591	0.735
YOL163W	S000005523	NA	-0.07	-0.109	0.00536	0.942	0.969
YGR062C	S000003294	COX18	-0.07	4.38	0.206	0.654	0.78
YLR361C	S000004353	DCR2	-0.07	5.24	0.364	0.552	0.705
YGL075C	S000003043	MPS2	-0.07	2.99	0.121	0.731	0.833
YAL051W	S000000048	OAF1	-0.07	5.49	0.303	0.587	0.733
YDR218C	S000002626	SPR28	-0.07	-0.333	0.00674	0.935	0.966
YOR304C-A	S000005830	BIL1	-0.07	2.02	0.069	0.795	0.878
YLR245C	S000004235	CDD1	-0.07	2.19	0.0475	0.829	0.902
YML057W	S000004521	CMP2	-0.07	6.89	0.45	0.508	0.668
YFL017C	S000001877	GNA1	-0.07	4.17	0.213	0.648	0.777
YNL183C	S000005127	NPR1	-0.07	6.13	0.357	0.556	0.708
YMR282C	S000004895	AEP2	-0.07	5.3	0.292	0.594	0.736
YJL046W	S000003582	AIM22	-0.07	4.32	0.265	0.611	0.749
